director_name,genres,movie_title,comb
Bill Paxton,Drama History Sport,the greatest game ever played,Stephen Dillane Matthew Knight Amanda Tilson Bill Paxton Drama History Sport
Richard Kelly,Drama Fantasy Mystery Thriller,the box,Frank Langella Gillian Jacobs Celia Weston Richard Kelly Drama Fantasy Mystery Thriller
Carter Smith,Horror,the ruins,Laura Ramsey Jonathan Tucker Sergio Calderón Carter Smith Horror
John Schlesinger,Comedy Drama Romance,the next best thing,Mark Valley Rupert Everett Illeana Douglas John Schlesinger Comedy Drama Romance
Luke Greenfield,Comedy Drama Romance,the girl next door,Chris Marquette Timothy Bottoms Jacob Young Luke Greenfield Comedy Drama Romance
Ringo Lam,Action Crime Mystery Romance Thriller,maximum risk,Natasha Henstridge Zach Grenier Paul Ben-Victor Ringo Lam Action Crime Mystery Romance Thriller
Brian Helgeland,Biography Crime Drama History Thriller,legend,Tom Hardy Paul Anderson Tara Fitzgerald Brian Helgeland Biography Crime Drama History Thriller
Akiva Schaffer,Comedy,hot rod,Sissy Spacek Jorma Taccone Chris Parnell Akiva Schaffer Comedy
David R. Ellis,Horror Thriller,shark night 3d,Chris Zylka Joel David Moore Katharine McPhee David R. Ellis Horror Thriller
Alan Parker,Drama,angela's ashes,Emily Watson Devon Murray Pauline McLynn Alan Parker Drama
Ivan Reitman,Drama Sport,draft day,Jennifer Garner Chi McBride Patrick St. Esprit Ivan Reitman Drama Sport
Tobe Hooper,Action Horror Sci-Fi Thriller,lifeforce,Frank Finlay Steve Railsback Peter Firth Tobe Hooper Action Horror Sci-Fi Thriller
unknown,Action Animation Comedy Family Fantasy Sci-Fi,the powerpuff girls            ,Elizabeth Daily Jennifer Hale Tom Kane unknown Action Animation Comedy Family Fantasy Sci-Fi
Robert Redford,Crime Drama History,the conspirator,Robin Wright Tom Wilkinson Stephen Root Robert Redford Crime Drama History
Catherine Hardwicke,Biography Drama Sport,lords of dogtown,Heath Ledger Michael Angarano Rebecca De Mornay Catherine Hardwicke Biography Drama Sport
Patricia Riggen,Biography Drama History,the 33,Marco Treviño James Brolin Jacob Vargas Patricia Riggen Biography Drama History
John Carpenter,Action Adventure Comedy Fantasy,big trouble in little china,Victor Wong Kate Burton Peter Kwong John Carpenter Action Adventure Comedy Fantasy
Pascal Chaumeil,Comedy Romance,a perfect plan,Dany Boon Malonn Lévana Alice Pol Pascal Chaumeil Comedy Romance
Gavin O'Connor,Drama Sport,warrior,Tom Hardy Frank Grillo Kevin Dunn Gavin O'Connor Drama Sport
Neil Jordan,Biography Drama Thriller War,michael collins,Alan Rickman Liam Neeson Julia Roberts Neil Jordan Biography Drama Thriller War
Ron Maxwell,Drama History War,gettysburg,Tom Berenger William Morgan Sheppard James Patrick Stuart Ron Maxwell Drama History War
Kimberly Peirce,Drama War,stop-loss,Joseph Gordon-Levitt Channing Tatum Abbie Cornish Kimberly Peirce Drama War
Stephen Gaghan,Drama Music Mystery Romance Thriller,abandon,Charlie Hunnam Zooey Deschanel Tony Goldwyn Stephen Gaghan Drama Music Mystery Romance Thriller
Jonathan Kaplan,Drama Mystery Thriller,brokedown palace,John Doe Tom Amandes Daniel Lapaine Jonathan Kaplan Drama Mystery Thriller
Richard Benjamin,Comedy Drama Romance,mrs. winterbourne,Brendan Fraser Jane Krakowski Cathryn de Prume Richard Benjamin Comedy Drama Romance
Rod Lurie,Action Drama Thriller,straw dogs,Alexander Skarsgård Laz Alonso Rhys Coiro Rod Lurie Action Drama Thriller
Lasse Hallström,Comedy Drama,the hoax,Hope Davis Christopher Evan Welch James Biberi Lasse Hallström Comedy Drama
Craig R. Baxley,Action Crime Drama Thriller,stone cold,Brian Bosworth Sam McMurray Richard Gant Craig R. Baxley Action Crime Drama Thriller
John Hillcoat,Adventure Drama,the road,Viggo Mortensen Charlize Theron Robert Duvall John Hillcoat Adventure Drama
John Guillermin,Adventure Fantasy,sheena,Tanya Roberts Donovan Scott Ted Wass John Guillermin Adventure Fantasy
Marcos Siega,Action Comedy Crime Drama Thriller,underclassman,Cheech Marin Nick Cannon Kaylee DeFer Marcos Siega Action Comedy Crime Drama Thriller
J.B. Rogers,Comedy Romance,say it isn't so,Eddie Cibrian Chris Klein Jack Plotnick J.B. Rogers Comedy Romance
Roger Donaldson,Biography Drama Sport,the world's fastest indian,Anthony Hopkins Antony Starr Craig Hall Roger Donaldson Biography Drama Sport
David R. Ellis,Action Adventure Crime Drama Thriller,snakes on a plane,Lin Shaye Kenan Thompson Rachel Blanchard David R. Ellis Action Adventure Crime Drama Thriller
Rachel Talalay,Action Comedy Sci-Fi,tank girl,Naomi Watts Lori Petty Jeff Kober Rachel Talalay Action Comedy Sci-Fi
Jeffrey W. Byrd,Comedy Crime,king's ransom,Donald Faison Loretta Devine Regina Hall Jeffrey W. Byrd Comedy Crime
Fernando Meirelles,Drama Mystery Sci-Fi Thriller,blindness,Don McKellar Joe Pingue Yûsuke Iseya Fernando Meirelles Drama Mystery Sci-Fi Thriller
Uwe Boll,Action Adventure Fantasy Horror,bloodrayne,Meat Loaf Udo Kier Michael Paré Uwe Boll Action Adventure Fantasy Horror
Roman Polanski,Comedy Drama,carnage,Kate Winslet Christoph Waltz Julie Adams Roman Polanski Comedy Drama
Atom Egoyan,Crime Drama Mystery Thriller,where the truth lies,Colin Firth Alison Lohman Rachel Blanchard Atom Egoyan Crime Drama Mystery Thriller
Andrew Adamson,Fantasy,cirque du soleil: worlds away,Dallas Barnett Erica Linz Igor Zaripov Andrew Adamson Fantasy
Robert Towne,Biography Drama Sport,without limits,Billy Burke Monica Potter Billy Crudup Robert Towne Biography Drama Sport
Richard Linklater,Drama,me and orson welles,Zoe Kazan Aidan McArdle James Tupper Richard Linklater Drama
Giuseppe Tornatore,Crime Drama Mystery Romance,the best offer,Jim Sturgess Sean Buchanan Liya Kebede Giuseppe Tornatore Crime Drama Mystery Romance
Werner Herzog,Crime Drama,bad lieutenant: port of call new orleans,Nicolas Cage Shea Whigham Shawn Hatosy Werner Herzog Crime Drama
Ben Stassen,Adventure Animation Family,a turtle's tale: sammy's adventures,Ed Begley Jr. Jenny McCarthy Stacy Keach Ben Stassen Adventure Animation Family
Guillaume Canet,Comedy Drama,little white lies,François Cluzet Benoît Magimel Gilles Lellouche Guillaume Canet Comedy Drama
Taylor Hackford,Comedy Drama Romance Sport,love ranch,Scout Taylor-Compton Bai Ling Gil Birmingham Taylor Hackford Comedy Drama Romance Sport
Jérôme Deschamps,Adventure Animation Comedy,the true story of puss'n boots,Yolande Moreau André Wilms Jérôme Deschamps Jérôme Deschamps Adventure Animation Comedy
Inna Evlannikova,Adventure Animation Comedy Family,space dogs,Sergey Garmash Evgeniy Mironov Aleksandr Bashirov Inna Evlannikova Adventure Animation Comedy Family
Ridley Scott,Crime Drama Thriller,the counselor,Michael Fassbender Brad Pitt Goran Visnjic Ridley Scott Crime Drama Thriller
Jonathan English,Action Adventure History Romance,ironclad,Jason Flemyng Mackenzie Crook Derek Jacobi Jonathan English Action Adventure History Romance
Sergey Bondarchuk,Action Drama History War,waterloo,Rod Steiger Dan O'Herlihy Jack Hawkins Sergey Bondarchuk Action Drama History War
Teddy Chan,Action Drama,kung fu killer,Siu-Wong Fan Charlie Yeung Wai-Keung Lau Teddy Chan Action Drama
Mario Van Peebles,Action Thriller,red sky,Martin Kove Mario Van Peebles Jacob Vargas Mario Van Peebles Action Thriller
Walter Salles,Adventure Drama,on the road,Kristen Stewart Viggo Mortensen Kirsten Dunst Walter Salles Adventure Drama
Leonard Nimoy,Adventure Comedy Sci-Fi,star trek iv: the voyage home,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Adventure Comedy Sci-Fi
Sylvester Stallone,Drama Sport,rocky balboa,Sylvester Stallone Burt Young Mike Tyson Sylvester Stallone Drama Sport
Ericson Core,Action Crime Sport Thriller,point break,Ray Winstone Edgar Ramírez Delroy Lindo Ericson Core Action Crime Sport Thriller
Wes Craven,Horror Mystery,scream 2,Omar Epps Jada Pinkett Smith Kevin Williamson Wes Craven Horror Mystery
Gavin O'Connor,Action Drama Western,jane got a gun,Natalie Portman Noah Emmerich Boyd Holbrook Gavin O'Connor Action Drama Western
Tim Story,Comedy Romance,think like a man too,Romany Malco Regina Hall David Walton Tim Story Comedy Romance
Jonathan Lynn,Comedy Crime,the whole nine yards,Bruce Willis Matthew Perry Natasha Henstridge Jonathan Lynn Comedy Crime
Todd Phillips,Comedy,old school,Will Ferrell Leah Remini Patrick Fischler Todd Phillips Comedy
Terry Gilliam,Comedy Drama Fantasy,the fisher king,Jeff Bridges David Hyde Pierce Harry Shearer Terry Gilliam Comedy Drama Fantasy
Danny Cannon,Horror Mystery,i still know what you did last summer,Muse Watson Mekhi Phifer Bill Cobbs Danny Cannon Horror Mystery
Bonnie Hunt,Comedy Drama Romance,return to me,Minnie Driver Jim Belushi Bonnie Hunt Bonnie Hunt Comedy Drama Romance
Kevin Smith,Comedy Romance,zack and miri make a porno,Gerry Bednob Jeff Anderson Jennifer Schwalbach Smith Kevin Smith Comedy Romance
Neil LaBute,Comedy Crime Drama,nurse betty,Morgan Freeman Pruitt Taylor Vince Kathleen Wilhoite Neil LaBute Comedy Crime Drama
Grant Heslov,Comedy War,the men who stare at goats,Kevin Spacey Jeff Bridges Stephen Root Grant Heslov Comedy War
George Gallo,Action Comedy Crime Thriller,double take,Daniel Roebuck Eddie Griffin Garcelle Beauvais George Gallo Action Comedy Crime Thriller
James Mangold,Biography Drama,"girl, interrupted",Angelina Jolie Pitt Clea DuVall Vanessa Redgrave James Mangold Biography Drama
Robert Luketic,Comedy Romance,win a date with tad hamilton!,Topher Grace Gary Cole Nathan Lane Robert Luketic Comedy Romance
Tim Hill,Adventure Comedy Family Fantasy Music Sci-Fi,muppets from space,Josh Charles F. Murray Abraham David Arquette Tim Hill Adventure Comedy Family Fantasy Music Sci-Fi
Sidney Lumet,Adventure Family Fantasy Music Musical,the wiz,Lena Horne Diana Ross Theresa Merritt Sidney Lumet Adventure Family Fantasy Music Musical
Brian Robbins,Comedy Sport,ready to rumble,Oliver Platt Ellen Albertini Dow Martin Landau Brian Robbins Comedy Sport
Ron Shelton,Comedy Drama Sport,play it to the bone,Willie Garson Robert Wagner Lolita Davidovich Ron Shelton Comedy Drama Sport
Douglas McGrath,Comedy Romance,i don't know how she does it,Olivia Munn Busy Philipps Jessica Szohr Douglas McGrath Comedy Romance
Alexandre Aja,Comedy Horror,piranha 3d,Adam Scott Kelly Brook Jessica Szohr Alexandre Aja Comedy Horror
Kevin Spacey,Biography Drama Music Musical,beyond the sea,Kevin Spacey Bob Hoskins Brenda Blethyn Kevin Spacey Biography Drama Music Musical
Steve Boyum,Comedy Family,meet the deedles,Paul Walker M.C. Gainey A.J. Langer Steve Boyum Comedy Family
Richard Williams,Action Adventure Animation Comedy Fantasy,the princess and the cobbler,Donald Pleasence Kenneth Williams Clive Revill Richard Williams Action Adventure Animation Comedy Fantasy
Mary McGuckian,Drama Romance,the bridge of san luis rey,Robert De Niro F. Murray Abraham Geraldine Chaplin Mary McGuckian Drama Romance
George Tillman Jr.,Action Crime Drama Thriller,faster,Dwayne Johnson Tom Berenger Mike Epps George Tillman Jr. Action Crime Drama Thriller
Hayao Miyazaki,Adventure Animation Family Fantasy,howl's moving castle,Christian Bale Blythe Danner Jean Simmons Hayao Miyazaki Adventure Animation Family Fantasy
Ruben Fleischer,Adventure Comedy Horror Sci-Fi,zombieland,Emma Stone Bill Murray Derek Graf Ruben Fleischer Adventure Comedy Horror Sci-Fi
Frank Coraci,Comedy Sport,the waterboy,Adam Sandler Clint Howard Peter Dante Frank Coraci Comedy Sport
Irvin Kershner,Action Adventure Fantasy Sci-Fi,star wars: episode v - the empire strikes back,Harrison Ford Kenny Baker Anthony Daniels Irvin Kershner Action Adventure Fantasy Sci-Fi
Michael Bay,Action Comedy Crime Drama Thriller,bad boys,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action Comedy Crime Drama Thriller
David Zucker,Comedy Crime,the naked gun 2½: the smell of fear,George Kennedy Priscilla Presley O.J. Simpson David Zucker Comedy Crime
James Wong,Horror Thriller,final destination,Daniel Roebuck Brendan Fehr Kerr Smith James Wong Horror Thriller
George Clooney,Drama,the ides of march,Ryan Gosling Philip Seymour Hoffman Jennifer Ehle George Clooney Drama
David Twohy,Horror Sci-Fi,pitch black,Vin Diesel Radha Mitchell Cole Hauser David Twohy Horror Sci-Fi
Tony Goldwyn,Comedy Romance,someone like you...,Hugh Jackman Ellen Barkin Catherine Dent Tony Goldwyn Comedy Romance
Spike Jonze,Drama Romance Sci-Fi,her,Scarlett Johansson Brian Johnson Matt Letscher Spike Jonze Drama Romance Sci-Fi
Dexter Fletcher,Biography Comedy Drama Sport,eddie the eagle,Hugh Jackman Taron Egerton Tim McInnerny Dexter Fletcher Biography Comedy Drama Sport
John Dahl,Mystery Thriller,joy ride,Paul Walker Jessica Bowman Dell Yount John Dahl Mystery Thriller
Jonathan Newman,Adventure Family Fantasy,the adventurer: the curse of the midas box,Ioan Gruffudd Keeley Hawes Oliver Stark Jonathan Newman Adventure Family Fantasy
Wayne Wang,Comedy Drama,anywhere but here,Natalie Portman Eva Amurri Martino Shawn Hatosy Wayne Wang Comedy Drama
Andy Cadiff,Comedy Romance,chasing liberty,Annabella Sciorra Stark Sands Terence Maynard Andy Cadiff Comedy Romance
Michael Dinner,Comedy Crime,the crew,Seymour Cassel Dan Hedaya Lainie Kazan Michael Dinner Comedy Crime
Steven Soderbergh,Action Thriller,haywire,Channing Tatum Michael Fassbender Michael Angarano Steven Soderbergh Action Thriller
Joseph Sargent,Adventure Horror Thriller,jaws: the revenge,Judith Barsi Mario Van Peebles Lynn Whitfield Joseph Sargent Adventure Horror Thriller
Jerry Zaks,Drama,marvin's room,Leonardo DiCaprio Robert De Niro Meryl Streep Jerry Zaks Drama
Fred Durst,Biography Comedy Drama Family Sport,the longshots,Tasha Smith Dash Mihok Garrett Morris Fred Durst Biography Comedy Drama Family Sport
Neil Jordan,Drama Romance,the end of the affair,Stephen Rea Ian Hart James Bolam Neil Jordan Drama Romance
Simon Wincer,Action Crime Drama Thriller Western,harley davidson and the marlboro man,Vanessa Williams Tia Carrere Don Johnson Simon Wincer Action Crime Drama Thriller Western
Paul Haggis,Crime Drama Mystery Thriller,in the valley of elah,James Franco Charlize Theron Barry Corbin Paul Haggis Crime Drama Mystery Thriller
Anne Fontaine,Biography Drama,coco before chanel,Alessandro Nivola Benoît Poelvoorde Marie Gillain Anne Fontaine Biography Drama
Stephen Frears,Comedy Drama Romance,chéri,Tom Burke Iben Hjejle Gaye Brown Stephen Frears Comedy Drama Romance
unknown,Action Crime Drama Thriller,rogue            ,Cole Hauser Sarah Carter Derek Luke unknown Action Crime Drama Thriller
Mira Nair,Drama,vanity fair,Romola Garai Roger Lloyd Pack Lillete Dubey Mira Nair Drama
Teddy Chan,Action Drama History,bodyguards and assassins,Bingbing Fan Simon Yam Nicholas Tse Teddy Chan Action Drama History
Mikael Håfström,Fantasy Horror,1408,Drew Powell Kim Thomson Alexandra Silber Mikael Håfström Fantasy Horror
Mel Brooks,Adventure Comedy Sci-Fi,spaceballs,Joan Rivers Dick Van Patten Michael Winslow Mel Brooks Adventure Comedy Sci-Fi
Russell Crowe,Drama War,the water diviner,Cem Yilmaz Ryan Corr Steve Bastoni Russell Crowe Drama War
Jerry Zucker,Drama Fantasy Romance Thriller,ghost,Demi Moore Tony Goldwyn Phil Leeds Jerry Zucker Drama Fantasy Romance Thriller
Bobby Farrelly,Comedy Romance,there's something about mary,Sarah Silverman Lin Shaye Richard Tyson Bobby Farrelly Comedy Romance
John Pasquin,Comedy Drama Family Fantasy,the santa clause,Judge Reinhold Eric Lloyd Peter Boyle John Pasquin Comedy Drama Family Fantasy
John Lee Hancock,Drama Family Sport,the rookie,Dennis Quaid Jay Hernandez Angus T. Jones John Lee Hancock Drama Family Sport
Andy Fickman,Comedy Family Sport,the game plan,Dwayne Johnson Kyra Sedgwick Madison Pettis Andy Fickman Comedy Family Sport
Clint Eastwood,Drama Romance,the bridges of madison county,Clint Eastwood Meryl Streep Debra Monk Clint Eastwood Drama Romance
Luke Greenfield,Comedy Sci-Fi,the animal,Louis Lombardi Michael Papajohn Colleen Haskell Luke Greenfield Comedy Sci-Fi
Richard Attenborough,Biography Drama History,gandhi,Candice Bergen Amrish Puri John Gielgud Richard Attenborough Biography Drama History
Lasse Hallström,Comedy Drama,the hundred-foot journey,Manish Dayal Charlotte Le Bon Juhi Chawla Lasse Hallström Comedy Drama
Irwin Winkler,Action Crime Drama Mystery Thriller,the net,Ken Howard Jeremy Northam Ray McKinnon Irwin Winkler Action Crime Drama Mystery Thriller
Jessie Nelson,Drama,i am sam,Dianne Wiest Loretta Devine Richard Schiff Jessie Nelson Drama
Christopher Spencer,Biography Drama History,son of god,Roma Downey Amber Rose Revah Darwin Shaw Christopher Spencer Biography Drama History
Len Wiseman,Action Fantasy Thriller,underworld,Sophia Myles Kevin Grevioux Shane Brolly Len Wiseman Action Fantasy Thriller
Mikael Håfström,Drama Thriller,derailed,Denis O'Hare RZA Xzibit Mikael Håfström Drama Thriller
Steven Soderbergh,Comedy Crime Drama Thriller,the informant!,Matt Damon Joel McHale Thomas F. Wilson Steven Soderbergh Comedy Crime Drama Thriller
Richard Attenborough,Biography Drama Romance,shadowlands,Anthony Hopkins James Frain Julian Fellowes Richard Attenborough Biography Drama Romance
Mike Bigelow,Comedy,deuce bigalow: european gigolo,Carlos Ponce Eddie Griffin Charles Keating Mike Bigelow Comedy
Ken Scott,Comedy Drama,delivery man,Jack Reynor Bobby Moynihan Matthew Daddario Ken Scott Comedy Drama
Paul McGuigan,Drama Horror Sci-Fi Thriller,victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama Horror Sci-Fi Thriller
Susanna White,Thriller,our kind of traitor,Radivoje Bukvic Pawel Szajda Grigoriy Dobrygin Susanna White Thriller
Dennis Dugan,Comedy Crime Romance,saving silverman,Amanda Detmer Neil Diamond Kyle Gass Dennis Dugan Comedy Crime Romance
